unique_round_id,strategic_class
1767.0,1
1769.0,1
3989.0,0
3991.0,2
4081.0,3
4083.0,3
2595.0,2
2597.0,0
7694.0,0
7696.0,0
6208.0,0
11552.0,3
730.0,0
732.0,0
127.0,2
129.0,2
9151.0,0
9153.0,0
4193.0,0
3062.0,0
3064.0,1
1945.0,0
1947.0,0
11943.0,2
11945.0,0
6827.0,3
6829.0,3
9403.0,0
12189.0,1
12191.0,2
3236.0,1
3238.0,3
1886.0,0
1888.0,2
5195.0,3
5197.0,0
4909.0,0
2427.0,0
12045.0,3
12047.0,3
10681.0,0
8198.0,1
8200.0,3
5315.0,1
5317.0,3
7705.0,0
4111.0,0
4113.0,0
7539.0,0
7541.0,0
3579.0,3
3581.0,3
13369.0,2
13371.0,1
6487.0,0
6489.0,0
12053.0,2
12055.0,2
7666.0,0
7668.0,0
1329.0,0
1331.0,2
7843.0,2
2102.0,0
2104.0,0
1081.0,3
12039.0,0
12041.0,0
1064.0,2
1066.0,3
6596.0,0
4600.0,0
12709.0,1
12711.0,3
10503.0,3
88.0,1
13299.0,3
13301.0,3
3128.0,2
3130.0,3
8920.0,1
8922.0,2
11429.0,0
11431.0,0
12821.0,0
12823.0,0
291.0,2
293.0,1
3597.0,3
3599.0,1
3601.0,1
3603.0,3
1059.0,0
713.0,0
715.0,2
1319.0,3
1321.0,3
979.0,0
7561.0,0
7563.0,1
12024.0,0
12026.0,0
685.0,0
8109.0,0
5472.0,3
5474.0,3
1368.0,0
1747.0,1
1749.0,0
7876.0,0
7878.0,0
7449.0,2
2908.0,3
2910.0,3
10215.0,0
10217.0,0
3945.0,2
3947.0,0
1173.0,0
1175.0,2
10170.0,1
10172.0,1
12661.0,2
12663.0,0
11091.0,0
5457.0,0
5459.0,0
5461.0,0
6565.0,1
6567.0,3
12011.0,2
12013.0,0
7975.0,3
7977.0,2
11224.0,3
11226.0,1
12804.0,1
12806.0,0
4525.0,0
4527.0,0
4529.0,2
4531.0,0
4835.0,3
4837.0,1
5229.0,1
5231.0,2
2144.0,1
5947.0,3
5949.0,1
4310.0,2
4312.0,2
7550.0,1
7552.0,1
12007.0,1
10992.0,3
9430.0,0
9432.0,0
4916.0,0
1754.0,0
1756.0,2
7678.0,0
707.0,0
709.0,1
7376.0,0
7378.0,0
3260.0,0
3262.0,1
6170.0,2
6172.0,0
13248.0,0
13250.0,3
2257.0,0
2259.0,0
11063.0,1
11065.0,2
828.0,0
830.0,0
832.0,0
834.0,2
2116.0,0
2118.0,0
2120.0,0
2122.0,0
6700.0,0
6702.0,2
5118.0,0
5120.0,0
7268.0,1
5144.0,1
5146.0,2
5255.0,3
5257.0,2
3698.0,2
3700.0,1
9179.0,2
9181.0,2
13292.0,3
13294.0,1
9139.0,2
6778.0,2
6780.0,1
6868.0,0
6870.0,2
8519.0,1
8521.0,3
5595.0,3
5597.0,3
4141.0,0
4143.0,0
4170.0,0
4172.0,0
1854.0,3
1856.0,3
12002.0,1
12004.0,3
11422.0,3
11424.0,3
9080.0,1
9082.0,0
8816.0,0
8818.0,2
8820.0,0
8822.0,1
13306.0,1
13308.0,2
7911.0,3
7913.0,1
9233.0,0
9235.0,2
9223.0,2
9225.0,2
7443.0,0
7445.0,2
7288.0,0
7290.0,0
12574.0,0
12576.0,0
10057.0,0
2581.0,3
11563.0,0
9325.0,0
9327.0,0
4848.0,0
4850.0,0
13099.0,0
13101.0,1
2534.0,0
2536.0,0
7071.0,0
7073.0,0
425.0,0
427.0,0
5816.0,0
11950.0,0
2826.0,0
3044.0,0
3046.0,0
2481.0,3
2483.0,3
9619.0,1
9621.0,2
9408.0,1
9410.0,0
12613.0,3
12615.0,3
6252.0,0
11996.0,1
9417.0,0
9419.0,0
3079.0,0
3081.0,0
1182.0,1
1184.0,2
7642.0,0
7644.0,0
13131.0,0
13133.0,0
8206.0,3
8208.0,0
768.0,3
770.0,3
316.0,2
318.0,1
7461.0,2
10690.0,2
965.0,2
967.0,0
11989.0,3
11991.0,2
12900.0,0
12902.0,1
5209.0,0
5211.0,0
10903.0,0
10905.0,0
5137.0,0
5139.0,0
13544.0,0
13546.0,0
11304.0,2
9197.0,0
9199.0,0
7103.0,0
7105.0,0
1001.0,0
1003.0,0
11637.0,0
11639.0,0
13625.0,0
13627.0,0
6836.0,0
6838.0,0
6840.0,0
6842.0,0
1867.0,0
1869.0,0
5928.0,3
5930.0,0
3068.0,3
3070.0,3
4491.0,2
4493.0,3
11983.0,0
11985.0,0
5877.0,0
5879.0,0
10429.0,0
8321.0,0
8323.0,3
5448.0,0
5450.0,0
894.0,2
896.0,0
8311.0,3
8313.0,1
3808.0,0
3810.0,0
9451.0,1
9453.0,1
2931.0,0
2933.0,0
11978.0,3
11980.0,3
3092.0,1
3094.0,3
7400.0,1
7402.0,3
10585.0,0
10587.0,0
10589.0,0
10591.0,0
5203.0,1
2662.0,0
2664.0,0
2940.0,2
12749.0,2
12751.0,1
6034.0,0
6036.0,0
2850.0,2
2852.0,0
10700.0,0
10702.0,0
4182.0,0
4184.0,2
13033.0,0
13035.0,2
11973.0,2
12379.0,2
12381.0,0
491.0,0
493.0,0
13069.0,1
13071.0,3
11916.0,3
11918.0,3
1123.0,0
1125.0,0
1416.0,0
8749.0,0
8751.0,2
136.0,0
138.0,1
10109.0,3
10111.0,3
10648.0,2
10650.0,2
13525.0,0
13527.0,3
10910.0,2
3533.0,0
3535.0,0
6096.0,0
6098.0,2
13015.0,3
9359.0,0
9361.0,0
11967.0,0
11969.0,0
10062.0,3
10064.0,1
1288.0,0
1290.0,2
1292.0,0
1294.0,2
12178.0,2
12180.0,2
885.0,2
887.0,0
7945.0,1
1847.0,3
1849.0,3
10945.0,0
10947.0,0
12946.0,0
12948.0,2
265.0,0
267.0,0
269.0,0
271.0,0
838.0,0
840.0,0
842.0,0
844.0,0
13159.0,3
13161.0,1
13163.0,3
13165.0,3
2741.0,0
2743.0,0
4537.0,0
4539.0,2
4890.0,0
4892.0,0
2955.0,3
11959.0,0
11961.0,0
13125.0,0
13127.0,0
7111.0,0
1341.0,1
1343.0,0
3608.0,0
3610.0,0
7760.0,1
7762.0,3
6642.0,2
6644.0,0
5690.0,1
2197.0,0
2199.0,0
8778.0,0
8780.0,0
11954.0,1
11956.0,1
1371.0,2
6153.0,0
5821.0,0
5823.0,0
12338.0,3
12340.0,3
9229.0,2
971.0,0
10122.0,2
509.0,3
511.0,3
12883.0,0
12885.0,0
11296.0,0
11298.0,3
6717.0,0
6719.0,0
735.0,0
737.0,0
739.0,0
741.0,0
13483.0,0
13485.0,0
359.0,0
361.0,0
2799.0,0
2801.0,3
2761.0,0
2763.0,0
3120.0,0
3122.0,0
12436.0,2
12438.0,2
11258.0,3
11260.0,0
3862.0,0
3864.0,0
3866.0,0
3868.0,0
12722.0,1
12724.0,0
995.0,3
997.0,3
12843.0,1
4395.0,0
4397.0,2
12567.0,0
12569.0,2
4454.0,0
11938.0,2
11940.0,1
9477.0,0
9479.0,0
6677.0,1
6679.0,0
6681.0,0
6683.0,0
12657.0,3
2589.0,0
2591.0,1
11747.0,2
11749.0,1
9145.0,0
9147.0,0
4925.0,3
1407.0,0
1409.0,0
3009.0,3
3011.0,3
11933.0,3
10871.0,0
10873.0,0
10875.0,0
10877.0,0
12404.0,2
12406.0,2
6731.0,0
6733.0,0
9173.0,0
9175.0,2
10039.0,0
10041.0,2
2767.0,0
3905.0,0
13391.0,1
13393.0,1
11343.0,2
13413.0,3
13415.0,3
1927.0,0
1929.0,0
10438.0,0
11101.0,1
11103.0,1
10828.0,1
10830.0,0
4766.0,0
4768.0,0
4770.0,0
4772.0,0
10079.0,1
10081.0,3
11910.0,0
11912.0,3
9115.0,0
9117.0,0
13443.0,1
9957.0,0
9959.0,1
12537.0,0
12539.0,2
10085.0,3
10087.0,3
11598.0,2
11600.0,1
10074.0,2
10076.0,2
10241.0,0
7121.0,1
7123.0,0
498.0,1
500.0,0
7169.0,0
7171.0,2
9246.0,2
9248.0,3
10676.0,0
10678.0,0
7515.0,3
7517.0,1
7960.0,0
7962.0,1
13105.0,0
13107.0,0
13203.0,0
13205.0,0
3287.0,0
419.0,3
6959.0,0
6961.0,0
7231.0,0
3371.0,0
3373.0,0
1219.0,0
1221.0,0
78.0,2
80.0,3
82.0,1
84.0,3
12322.0,0
517.0,3
519.0,3
8454.0,0
8456.0,0
6342.0,3
6344.0,1
1225.0,0
7837.0,0
1050.0,0
11875.0,2
11877.0,2
8980.0,0
12762.0,0
2815.0,0
2817.0,3
2819.0,3
2821.0,3
1262.0,0
1264.0,0
6306.0,0
6308.0,0
9461.0,0
9463.0,0
3189.0,2
3191.0,2
11881.0,0
11883.0,0
5236.0,0
5238.0,0
4163.0,0
4165.0,0
12423.0,3
12425.0,3
4695.0,0
4697.0,0
4699.0,2
4701.0,0
36.0,1
38.0,1
40.0,1
42.0,2
13197.0,3
13199.0,3
8224.0,2
8226.0,0
2948.0,2
2950.0,3
8058.0,1
8060.0,3
12325.0,2
12327.0,3
538.0,1
540.0,1
11842.0,2
9034.0,0
9036.0,0
2772.0,0
2774.0,0
334.0,2
336.0,1
6861.0,0
6863.0,3
228.0,0
230.0,0
3408.0,0
3410.0,0
12651.0,2
12653.0,1
3939.0,2
3941.0,1
7799.0,1
4581.0,2
6272.0,0
6274.0,1
11866.0,0
3213.0,0
3215.0,0
3217.0,0
3219.0,0
554.0,1
556.0,3
12207.0,3
12209.0,3
1827.0,1
1829.0,2
6515.0,3
6517.0,3
7391.0,3
7393.0,2
3524.0,0
3526.0,0
3528.0,0
3530.0,0
3229.0,0
3231.0,0
2717.0,2
2719.0,3
6012.0,0
6014.0,0
6368.0,3
6370.0,3
9157.0,1
9159.0,1
6077.0,2
6079.0,0
4830.0,0
4832.0,0
1314.0,2
1316.0,2
11857.0,0
11859.0,0
7321.0,0
26.0,3
28.0,3
30.0,1
32.0,3
12996.0,3
7824.0,3
7826.0,3
12906.0,2
12908.0,2
2522.0,0
2524.0,0
13634.0,0
13636.0,0
9981.0,2
11045.0,0
11047.0,0
5589.0,2
5591.0,0
7382.0,0
7384.0,0
11488.0,0
11490.0,0
11611.0,2
11613.0,0
12831.0,0
12833.0,0
10221.0,0
10223.0,0
11088.0,3
10387.0,2
10389.0,0
10391.0,0
10393.0,1
12516.0,2
12518.0,1
1420.0,0
1422.0,0
3983.0,3
3985.0,0
6855.0,0
6857.0,0
7301.0,2
7303.0,1
10839.0,0
10841.0,0
3105.0,0
4096.0,1
4098.0,0
12558.0,0
12560.0,1
11210.0,2
11212.0,3
10560.0,0
10562.0,1
12265.0,0
12267.0,0
12269.0,0
12271.0,0
215.0,3
217.0,1
2731.0,3
6610.0,3
6612.0,0
811.0,0
4448.0,2
4450.0,2
11837.0,0
12470.0,0
12472.0,0
6458.0,2
6460.0,1
2109.0,2
2111.0,3
2668.0,1
2670.0,2
4859.0,2
4861.0,0
8983.0,0
8985.0,0
3618.0,2
3620.0,0
3594.0,0
10598.0,0
10600.0,0
6176.0,3
6178.0,3
5935.0,0
5937.0,0
4514.0,3
4516.0,1
5103.0,1
6312.0,0
6314.0,0
6449.0,1
6451.0,3
4241.0,3
4243.0,0
7832.0,1
7834.0,0
10544.0,1
10546.0,1
1791.0,0
1793.0,3
7659.0,2
7661.0,0
12893.0,1
12895.0,1
564.0,0
566.0,1
11822.0,1
11824.0,2
4367.0,0
4369.0,0
7674.0,0
10721.0,1
10723.0,2
881.0,3
13026.0,0
13028.0,1
1905.0,0
13191.0,0
13193.0,1
9337.0,3
9339.0,1
8544.0,0
8546.0,0
8548.0,0
8550.0,0
8399.0,2
10409.0,2
10411.0,0
8044.0,3
8046.0,1
12489.0,3
12491.0,2
3586.0,2
3588.0,0
6362.0,0
6364.0,0
7368.0,0
7370.0,0
7257.0,3
7259.0,3
1020.0,0
1022.0,0
11829.0,1
11831.0,2
11275.0,3
11277.0,3
6621.0,2
6623.0,2
10857.0,3
10859.0,3
9423.0,0
9425.0,0
9253.0,0
4284.0,2
4286.0,2
190.0,0
192.0,0
141.0,1
143.0,3
2655.0,3
2657.0,3
13093.0,0
13095.0,0
1152.0,0
1154.0,2
6889.0,0
6891.0,2
285.0,0
13641.0,0
2549.0,3
2551.0,3
2553.0,0
2555.0,3
8416.0,0
8553.0,0
8555.0,0
975.0,2
3714.0,2
3716.0,2
1861.0,2
1863.0,0
12756.0,1
12758.0,0
7473.0,3
7475.0,2
11755.0,0
11757.0,0
4293.0,1
4295.0,2
5907.0,1
5909.0,2
13331.0,2
13333.0,3
9521.0,1
9523.0,3
8963.0,1
8965.0,3
2723.0,2
2725.0,2
5251.0,1
10406.0,0
7870.0,0
7872.0,0
4207.0,0
4209.0,0
9209.0,2
9211.0,2
3661.0,0
3663.0,0
2176.0,0
2178.0,3
5180.0,0
4644.0,0
4646.0,0
12738.0,2
12740.0,2
6068.0,2
11741.0,0
11743.0,1
4463.0,0
4465.0,0
12277.0,0
12279.0,2
12281.0,0
12283.0,0
9599.0,3
9601.0,3
578.0,2
580.0,1
4377.0,2
4379.0,1
8854.0,0
8856.0,0
11734.0,0
11736.0,1
4919.0,1
4921.0,2
7809.0,3
7811.0,3
1377.0,0
1379.0,2
11727.0,0
11729.0,1
13183.0,0
13185.0,1
2844.0,0
2846.0,0
10008.0,0
10010.0,0
13006.0,1
13008.0,0
11051.0,0
11053.0,0
8485.0,0
10.0,3
12.0,1
12840.0,0
10293.0,0
10295.0,0
10103.0,2
10105.0,1
2527.0,0
2529.0,0
12877.0,0
12879.0,0
11095.0,3
11097.0,3
13337.0,3
13339.0,3
11131.0,3
11133.0,3
9191.0,0
9193.0,2
8506.0,2
8508.0,1
13174.0,2
13176.0,3
12866.0,1
12868.0,0
8765.0,0
8767.0,0
8680.0,0
8682.0,0
10573.0,2
10575.0,3
1038.0,0
4614.0,3
4130.0,3
4132.0,1
9765.0,0
9767.0,0
4903.0,0
4905.0,0
10273.0,0
10275.0,0
12859.0,0
12861.0,1
5025.0,0
5027.0,0
3668.0,3
3670.0,0
12343.0,3
4355.0,3
4357.0,3
12667.0,3
346.0,0
6130.0,0
2218.0,2
2220.0,0
6263.0,0
6265.0,0
5608.0,0
10470.0,2
10472.0,3
11239.0,1
11241.0,1
599.0,1
601.0,0
603.0,0
605.0,2
10419.0,0
10421.0,0
10423.0,0
7743.0,3
7699.0,0
12853.0,2
12855.0,3
4625.0,3
5297.0,0
5299.0,0
4678.0,0
4680.0,0
4508.0,3
4510.0,0
11720.0,0
11722.0,0
12815.0,1
12817.0,1
3368.0,3
8344.0,2
4253.0,3
4255.0,1
6509.0,2
6511.0,3
5381.0,2
5383.0,0
5385.0,2
8532.0,0
8534.0,3
5852.0,0
5854.0,0
5425.0,2
5427.0,1
61.0,3
63.0,3
8560.0,0
8562.0,1
8564.0,2
8566.0,2
2273.0,0
2275.0,0
2277.0,0
2279.0,0
11684.0,0
11686.0,0
5863.0,1
5865.0,3
2263.0,0
2265.0,0
2267.0,0
2269.0,0
5079.0,0
5081.0,0
2309.0,0
2311.0,0
2313.0,0
74.0,1
4871.0,0
4873.0,0
12183.0,2
12185.0,1
5045.0,0
6528.0,0
6530.0,0
6600.0,0
6602.0,2
4299.0,2
13154.0,0
13156.0,0
4608.0,3
4610.0,3
11670.0,0
8756.0,2
9163.0,0
9165.0,0
12255.0,0
12257.0,0
12259.0,0
12261.0,0
6533.0,0
8329.0,1
8331.0,1
587.0,0
589.0,0
13148.0,0
5916.0,0
5918.0,3
148.0,0
11452.0,0
11454.0,1
2381.0,0
2383.0,0
3015.0,0
3017.0,0
11659.0,0
11661.0,0
5262.0,0
7098.0,0
7100.0,2
4248.0,0
4250.0,0
7891.0,0
7893.0,0
11653.0,2
11655.0,3
5031.0,1
5033.0,3
7804.0,0
7806.0,0
1910.0,0
1912.0,0
12550.0,0
12552.0,0
9028.0,2
9030.0,1
1986.0,2
1988.0,3
1990.0,0
1992.0,0
702.0,0
704.0,2
9699.0,0
8790.0,0
8792.0,0
7981.0,3
7983.0,1
2968.0,0
8212.0,0
8214.0,0
12809.0,1
12811.0,2
7061.0,2
12373.0,0
12375.0,0
4804.0,0
4806.0,0
11666.0,1
1119.0,3
9467.0,1
9469.0,2
12533.0,3
1008.0,0
12969.0,3
12971.0,0
6061.0,0
6063.0,0
5050.0,0
5052.0,0
8870.0,0
1053.0,1
1055.0,3
5246.0,2
5248.0,2
11617.0,0
11619.0,0
4303.0,1
4305.0,3
10115.0,3
10117.0,3
13326.0,3
5109.0,1
5111.0,2
259.0,1
261.0,2
7327.0,1
7329.0,3
12765.0,3
12767.0,2
11643.0,1
11645.0,1
9257.0,0
9259.0,0
1974.0,2
1976.0,3
4721.0,0
4723.0,0
4725.0,0
4727.0,0
12147.0,0
12149.0,0
12151.0,0
12153.0,0
959.0,3
2061.0,2
2063.0,3
1921.0,0
1923.0,2
7507.0,3
7509.0,1
10235.0,0
10237.0,0
11029.0,0
11031.0,0
3736.0,0
3738.0,0
8688.0,0
221.0,0
223.0,0
764.0,0
1169.0,0
7731.0,0
7733.0,0
503.0,3
505.0,2
8392.0,2
11626.0,0
11628.0,0
10203.0,0
2085.0,0
2087.0,0
5700.0,0
5702.0,0
1389.0,0
1391.0,2
5188.0,0
5190.0,2
12332.0,0
12334.0,0
11175.0,0
11177.0,0
7816.0,2
801.0,0
803.0,0
805.0,2
807.0,0
2252.0,0
2254.0,0
6744.0,0
6746.0,0
5439.0,0
5441.0,1
11445.0,1
11447.0,0
3024.0,0
3026.0,2
6245.0,0
11567.0,0
11569.0,0
9185.0,0
9187.0,1
651.0,0
523.0,2
525.0,1
4798.0,0
4800.0,0
8838.0,0
8840.0,0
4148.0,3
4150.0,1
6502.0,0
6504.0,0
1087.0,3
1089.0,3
12528.0,1
12530.0,3
10485.0,0
11544.0,1
11546.0,2
12672.0,0
12674.0,0
12676.0,1
12678.0,0
593.0,0
595.0,0
6494.0,0
6496.0,0
5921.0,3
5923.0,3
1899.0,3
1901.0,3
4087.0,3
4089.0,1
911.0,3
913.0,3
6378.0,0
6380.0,0
11495.0,1
4065.0,0
655.0,1
657.0,3
9647.0,1
3813.0,0
3815.0,0
8273.0,3
8275.0,2
8277.0,3
6711.0,0
1199.0,0
1201.0,2
2884.0,0
2886.0,0
748.0,2
750.0,0
10743.0,1
9263.0,0
9265.0,0
4810.0,0
4812.0,0
2890.0,0
2892.0,0
4260.0,0
4262.0,1
6811.0,1
6813.0,0
6815.0,0
6817.0,0
6737.0,0
6739.0,2
9784.0,0
9786.0,0
10715.0,0
10717.0,0
12634.0,3
12636.0,2
1105.0,0
1107.0,0
6336.0,1
6338.0,1
10511.0,2
10513.0,2
4842.0,0
4844.0,1
5224.0,0
5226.0,0
989.0,1
991.0,1
6605.0,3
1833.0,0
1835.0,3
3920.0,2
3922.0,3
10522.0,0
10524.0,0
6147.0,0
6149.0,0
5632.0,1
6193.0,1
6195.0,3
12430.0,0
12432.0,0
13538.0,3
13540.0,3
10052.0,0
10054.0,2
11483.0,3
5333.0,0
5335.0,0
2705.0,3
2707.0,3
8735.0,3
8737.0,3
3311.0,0
3313.0,2
3315.0,1
3317.0,0
5003.0,0
5005.0,0
5710.0,1
5712.0,2
6133.0,3
6135.0,1
4683.0,3
4685.0,1
3454.0,2
3456.0,3
11469.0,0
11471.0,0
6693.0,0
6695.0,2
4956.0,0
2788.0,2
2790.0,0
12503.0,3
12505.0,0
3909.0,0
395.0,0
11436.0,0
11438.0,3
10489.0,0
10491.0,0
2959.0,3
2091.0,0
2093.0,0
7965.0,0
8482.0,0
1026.0,0
1028.0,0
12392.0,0
12394.0,0
4974.0,0
12694.0,1
12696.0,1
7176.0,3
7178.0,3
875.0,0
877.0,0
6373.0,0
253.0,3
255.0,1
11441.0,0
6119.0,0
6121.0,0
6123.0,0
6125.0,0
2857.0,3
2859.0,1
3435.0,3
3437.0,3
4069.0,0
4071.0,0
8023.0,3
8025.0,3
12579.0,0
12581.0,0
6395.0,1
6397.0,1
10518.0,0
7317.0,0
2333.0,0
2335.0,0
10498.0,0
10500.0,0
12367.0,0
12369.0,0
8033.0,2
11411.0,2
11413.0,0
2991.0,1
2993.0,1
9074.0,1
9076.0,2
4942.0,2
4944.0,0
4230.0,0
4232.0,0
2926.0,1
2928.0,0
13344.0,1
6224.0,1
6226.0,0
5827.0,0
5829.0,0
5831.0,0
5833.0,0
3098.0,3
3100.0,3
3428.0,0
3430.0,0
9869.0,2
3056.0,0
3058.0,2
9889.0,0
9891.0,0
2712.0,0
2714.0,0
5569.0,1
11406.0,0
11408.0,0
10580.0,1
13448.0,3
13450.0,1
4543.0,2
4545.0,0
4547.0,0
4549.0,0
529.0,0
531.0,2
2097.0,0
453.0,0
455.0,0
12246.0,0
2896.0,2
2898.0,0
5215.0,0
5217.0,0
11418.0,0
7885.0,1
7887.0,3
3169.0,2
3171.0,0
205.0,0
207.0,0
209.0,0
211.0,0
7241.0,1
7243.0,3
2545.0,1
47.0,2
49.0,1
4236.0,3
4238.0,0
850.0,0
154.0,0
156.0,2
3037.0,3
3039.0,3
10067.0,1
10069.0,2
11347.0,0
11349.0,0
3385.0,0
3387.0,0
9484.0,0
4457.0,0
4459.0,0
6706.0,0
6708.0,0
5158.0,0
5160.0,0
4289.0,2
6441.0,3
6443.0,3
11353.0,1
11355.0,1
9387.0,0
9389.0,2
12354.0,0
12356.0,0
2284.0,0
2286.0,2
7274.0,2
7276.0,0
12461.0,0
12463.0,2
8403.0,0
1187.0,3
9099.0,2
9101.0,0
12509.0,0
12511.0,3
4197.0,0
2127.0,2
2129.0,3
3419.0,2
3421.0,0
5683.0,3
5685.0,3
12778.0,1
12780.0,0
9393.0,2
9395.0,1
4187.0,2
4189.0,3
10310.0,0
10312.0,0
1298.0,0
1300.0,2
2.0,2
4754.0,0
5991.0,0
5993.0,1
2246.0,2
2248.0,0
1933.0,0
1935.0,0
12926.0,0
12928.0,0
12294.0,2
12296.0,1
7455.0,3
7457.0,0
4013.0,0
4015.0,0
13319.0,0
13321.0,0
7349.0,0
7351.0,1
2157.0,0
2159.0,0
10397.0,3
10399.0,0
177.0,0
179.0,0
760.0,0
7498.0,0
7500.0,2
4637.0,2
4639.0,0
12728.0,1
12730.0,3
3773.0,0
3775.0,3
3777.0,3
3779.0,3
321.0,0
323.0,0
2944.0,3
6299.0,1
6301.0,2
2357.0,0
2359.0,0
10462.0,3
2878.0,1
2880.0,3
1774.0,3
1776.0,1
918.0,0
920.0,0
1073.0,2
1075.0,2
13087.0,0
13089.0,0
11281.0,0
11283.0,2
4002.0,2
4004.0,3
12232.0,0
12234.0,0
6018.0,0
6020.0,0
11287.0,0
11289.0,0
3673.0,2
544.0,0
546.0,0
3995.0,0
3997.0,3
195.0,0
197.0,2
199.0,2
201.0,1
3768.0,0
3770.0,0
8007.0,2
5942.0,3
5944.0,1
12201.0,0
12203.0,0
11076.0,0
11078.0,0
3175.0,1
3177.0,3
900.0,1
902.0,2
4266.0,3
4268.0,2
7308.0,3
12496.0,0
12498.0,0
3447.0,0
3449.0,3
947.0,0
949.0,0
5266.0,0
5268.0,0
11263.0,0
11265.0,0
1112.0,2
1114.0,3
11069.0,2
11071.0,0
11216.0,0
11218.0,2
778.0,0
780.0,0
782.0,0
784.0,0
2363.0,3
2365.0,0
7747.0,0
7749.0,1
4631.0,1
4633.0,1
12316.0,1
12318.0,2
1335.0,1
1337.0,0
9709.0,0
9711.0,0
9382.0,0
9384.0,2
4949.0,0
4951.0,2
12521.0,2
12523.0,0
1951.0,3
1953.0,3
11269.0,1
11271.0,3
798.0,0
8383.0,3
8385.0,3
4567.0,0
4569.0,0
10819.0,2
10821.0,3
7485.0,1
7487.0,0
12827.0,0
7533.0,2
7535.0,2
13046.0,2
13048.0,0
11148.0,0
11150.0,0
11246.0,0
11248.0,0
2748.0,0
12219.0,0
12221.0,1
2350.0,0
2352.0,0
2794.0,2
2796.0,1
13142.0,0
12784.0,0
